Batch_ID,Time_Minutes,Phase,Temperature_C,Pressure_Bar,Humidity_Percent,Motor_Speed_RPM,Compression_Force_kN,Flow_Rate_LPM,Power_Consumption_kW,Vibration_mm_s
T006,34,Granulation,62.10690132,1.092928837,63.71712469,167.4703997,0,4.792392263,12.88791717,2.717996122
T006,35,Granulation,59.97561001,1.200629935,56.08311742,152.3046205,0,5.533382101,14.22745453,2.822830252
T006,36,Granulation,62.10050469,1.100268493,54.59434645,164.1343093,0,5.33377468,17.06868837,2.382795154
T006,37,Granulation,62.68483669,1.2107842,61.78008189,143.7111606,0,4.1669232,11.60759009,1.916156925
T006,38,Granulation,62.63753584,1.053519859,60.11559755,148.6832184,0,5.253434663,16.76810736,2.575117255
T006,39,Granulation,61.18631955,1.221679726,53.31847211,160.2703538,0,4.92601015,16.11880587,2.464633421
T006,40,Drying,63.18193779,0.904381716,58.35847788,81.34628266,0,7.17900639,27.93361921,1.769885157
T006,41,Drying,60.05011802,0.823256766,57.18974184,84.93609145,0,8.457090067,20.21793403,1.814117211
T006,42,Drying,64.01125576,0.740673634,52.08206939,76.39073816,0,9.113628076,24.88943523,1.820349653
T006,43,Drying,62.63317871,0.875004571,59.54557451,79.58697665,0,7.138043532,24.27058288,2.259549328
T006,44,Drying,61.78489904,0.793315379,58.93990295,77.47896064,0,7.550468574,21.23152993,1.932118792
T006,45,Drying,58.92095242,0.545911949,53.7193154,75.37283183,0,8.873220313,22.52278025,1.687359731
T006,46,Drying,60.93262373,0.647786604,52.44710503,74.32774337,0,8.164797801,27.48155685,1.819804574
T006,47,Drying,62.22507182,0.721318436,46.14185558,77.9543123,0,6.215160562,26.77942283,1.875838065
T006,48,Drying,62.99403251,1.007639145,50.28633309,84.24432118,0,9.422052952,32.01354326,1.729950072
T006,49,Drying,63.62645145,0.565590225,40.36887546,81.39474747,0,7.885435249,24.53019509,2.0230253
T006,50,Drying,63.08339347,0.94474053,42.79535346,83.24942683,0,8.527281445,22.17623915,1.538979392
T006,51,Drying,64.62557906,0.980265066,38.02771685,86.84611424,0,7.841572135,24.06720763,1.746467337
T006,52,Drying,63.1709412,0.771490489,40.97363186,87.19954863,0,7.678644401,26.44462521,1.770398385
T006,53,Drying,64.01501211,0.804039113,39.42052029,77.69812501,0,8.815774377,22.85341725,1.835063055
T006,54,Drying,59.82438855,0.86397405,33.99309155,86.67652251,0,7.121986438,22.93294218,1.938848653
T006,55,Drying,61.70360318,0.841812287,35.22993087,86.50484857,0,7.531883319,25.31129342,1.285539493
T006,56,Drying,61.48155048,0.897292081,38.5986017,80.36585299,0,8.871988449,26.00473961,1.83771356
T006,57,Drying,63.04794289,1.040826737,37.54650829,81.77131102,0,7.202280719,22.69290219,1.864299544
T006,58,Drying,63.69541937,0.689630662,38.89161759,80.76272873,0,7.53878383,24.879413,1.729456517
T006,59,Drying,61.92946867,0.744290529,29.12132419,83.19170718,0,8.415518373,26.57882029,1.745546845
T006,60,Drying,64.72141395,0.710524368,29.78370569,78.83073942,0,8.206247081,27.77030119,1.517587106
T006,61,Drying,63.01759096,0.87973088,22.41428687,84.45815111,0,6.779894937,24.49985299,1.688164448
T006,62,Drying,62.60307474,0.742215512,22.79093949,71.02470245,0,7.763657833,29.855873,1.547895179
T006,63,Drying,60.93273034,0.792898001,25.59298633,72.19415261,0,7.968328914,26.8705711,1.733698834
T006,64,Drying,63.36086272,0.783211483,25.00074567,81.43656617,0,7.441823744,21.88276957,1.709977683
T006,65,Drying,62.87244799,0.695457399,23.02658649,78.2282812,0,8.528905408,25.01063364,1.653237376
T006,66,Drying,63.65105451,0.706503202,23.56137056,81.49961207,0,8.012219282,27.2210145,1.913772746
T006,67,Drying,61.45908434,0.919335705,21.64999465,83.88737569,0,8.375051895,24.05786235,1.931247789
T006,68,Milling,35.8450117,0.854664251,37.74955962,792.3853174,0,0,32.78539647,6.357783499
T006,69,Milling,35.83945312,1.067563027,40.70796475,772.1430126,0,0,34.45884142,8.503589576
T006,70,Milling,36.7609337,1.012282031,38.68465755,822.6565963,0,0,37.51176597,8.358049251
T006,71,Milling,35.75153399,1.1255114,36.21919944,816.8643156,0,0,41.71243288,8.760919704
T006,72,Milling,36.6896687,0.978738485,35.2405929,712.1222331,0,0,40.71399837,9.309200972
T006,73,Milling,35.11700408,1.062228111,36.68033483,796.0753772,0,0,36.34970313,7.648972171
T006,74,Milling,33.39278624,1.081547366,36.29304991,837.7963597,0,0,36.5262652,6.693087206
T006,75,Milling,33.82117642,1.06770952,30.31933893,771.5397515,0,0,34.03069793,8.135729465
T006,76,Milling,33.53259136,1.091450494,39.40466076,735.653437,0,0,27.06526009,7.16457584
T006,77,Milling,35.97812855,0.88006564,42.52936192,739.6870043,0,0,36.78880246,7.992526833
T006,78,Milling,34.14635758,0.816849276,39.48594344,802.0323456,0,0,35.20454514,9.102372234
T006,79,Milling,33.47403961,1.088301262,43.68027532,693.5545317,0,0,23.16932838,8.805264661
T006,80,Milling,34.00439739,1.085498424,43.47206327,845.7751721,0,0,39.89024752,7.597664961
T006,81,Blending,29.60906677,1.14765089,36.41257181,221.2347587,0,0,10.28828054,2.677345445
T006,82,Blending,30.94438516,0.973657777,35.29738911,220.7489473,0,0,14.69718596,3.110206835
T006,83,Blending,30.19139982,0.979296892,38.02062673,204.5993308,0,0,10.78773751,3.132272659
T006,84,Blending,28.46160559,0.973969309,37.89714341,210.3723647,0,0,8.274299685,2.984124779
T006,85,Blending,29.31334921,0.897113987,33.764864,204.3961469,0,0,13.70551677,4.281290011
T006,86,Blending,30.41372963,1.004118467,32.97454548,216.3358185,0,0,9.892924935,2.405513775
T006,87,Blending,32.02164751,0.849324607,36.54746854,193.3877189,0,0,12.78269419,3.597700247
T006,88,Blending,30.9704499,0.951269423,36.47544873,208.2064945,0,0,12.87115171,2.520442137
T006,89,Blending,30.71713684,1.209271087,37.09219892,204.2199452,0,0,12.79584463,2.566181772
T006,90,Blending,26.00567315,1.11854263,36.35975855,194.567033,0,0,13.32818726,2.837700304
T006,91,Blending,30.43904487,0.960498454,33.95799702,221.2373052,0,0,9.118433988,2.910795561
T006,92,Blending,30.52904442,0.918854137,34.78234295,201.5650051,0,0,11.63425689,3.396973908
T006,93,Blending,30.17499717,0.865503912,34.30764113,184.8593442,0,0,11.06749486,3.299576491
T006,94,Blending,30.57165472,0.803826176,34.91855977,167.6027623,0,0,10.95538906,3.014771745
T006,95,Blending,29.1388113,0.914727785,36.11191939,180.7288069,0,0,10.50171497,3.275981945
T006,96,Compression,30.83461878,0.949467073,30.79473703,55.30071506,11.36910425,0,37.62013469,5.170330786
T006,97,Compression,27.44276481,0.932117392,27.42397757,51.84672609,11.10323419,0,42.07374264,5.015123726
T006,98,Compression,29.98689645,0.978350804,24.6942536,45.40115016,11.2081668,0,39.10573092,6.166605659
T006,99,Compression,28.40392942,1.153030047,31.36451061,53.98463674,11.51922084,0,49.60546526,5.790999043
T006,100,Compression,27.80275822,1.020934663,30.24478581,49.04909093,12.68327713,0,47.91210135,5.515231808
T006,101,Compression,26.06978056,0.852496836,30.21593022,56.49305241,11.41566375,0,52.86195868,6.366570375
T006,102,Compression,32.92859914,0.965323403,30.73053546,46.79221196,12.41839646,0,42.71026943,5.542822074
T006,103,Compression,28.2093787,1.072870237,29.36896747,52.36293061,10.73530117,0,42.68872483,5.754135851
T006,104,Compression,28.99185544,0.956946506,33.05876116,57.07005672,13.25907282,0,44.1277724,7.36718219
T006,105,Compression,29.11912966,1.059767309,32.0248276,47.84545946,11.43483621,0,39.51836197,5.191949416
T006,106,Compression,29.25454212,1.016973163,32.41611328,57.65282339,12.52524029,0,34.39889682,6.370516397
T006,107,Compression,27.55288168,0.944633874,27.26025291,47.02411221,11.26208034,0,46.00559399,5.196574213
T006,108,Compression,24.9227962,0.902402928,30.84626051,48.79589679,11.36334749,0,43.35231878,5.876001938
T006,109,Compression,32.23547633,1.014098792,29.5403385,48.95125912,12.33906032,0,41.61654067,6.810077317
T006,110,Compression,28.72652827,1.110232196,26.83635202,48.13681853,10.97434377,0,46.17232428,6.164182617
T006,111,Compression,27.92166338,1.058126679,29.991833,40.9542038,11.60805898,0,53.80987165,5.561393801
T006,112,Compression,29.09847543,1.10648987,30.75785776,58.30446287,12.82655311,0,54.16282504,4.918434227
T006,113,Compression,28.75173345,0.982565409,33.50849162,48.06045711,11.76455556,0,46.70075253,5.977617222
T006,114,Compression,28.42200854,0.946789133,29.38169963,43.82842129,10.93090185,0,54.17579406,5.672586342
T006,115,Compression,27.33447629,0.874662381,28.94287689,51.85632564,11.26482886,0,45.23341728,6.166214705
T006,116,Compression,27.29034287,1.025863365,28.92574509,55.9487773,10.6617912,0,44.69264365,7.331754039
T006,117,Compression,28.81054953,1.277818262,29.6994091,47.98323877,12.52170233,0,36.33017956,4.889219705
T006,118,Compression,27.53555349,0.973580508,29.99502614,53.169251,12.54512626,0,52.93977162,5.453125621
T006,119,Compression,27.52378862,1.063677436,29.45885586,42.85459971,11.91738798,0,41.97827748,4.076580542
T006,120,Compression,25.29856364,1.11824135,28.88498115,48.00084307,12.94690904,0,50.64689763,5.698110282
T006,121,Compression,27.27439801,1.075620682,28.92265454,49.29717736,12.16186344,0,46.87616128,5.371981009
T006,122,Compression,27.67337629,1.009050472,33.33005876,46.78665761,11.05403685,0,52.19000781,6.291140982
T006,123,Compression,29.03386544,0.956505333,28.09900918,54.03172837,12.42709307,0,36.27211234,5.529732917
T006,124,Compression,31.32048982,1.196258154,30.64961405,54.56688461,11.33249447,0,43.92327124,6.282617124
T006,125,Compression,25.21132312,1.0042389,27.42613548,45.9625202,12.30027397,0,46.15090157,4.934128171
T006,126,Compression,28.68834609,0.935084988,33.48706042,56.85945609,11.59832543,0,48.72604991,4.988533606
T006,127,Compression,28.70509427,0.937744565,32.08831788,51.94374826,11.18467328,0,40.30974632,6.813932362
T006,128,Compression,28.60742545,1.196602951,25.74763198,40.58718348,12.65947469,0,59.36032217,5.542346416
T006,129,Compression,29.0771093,0.981698207,30.38584875,57.00828658,10.75832939,0,49.43157518,4.693288273
T006,130,Compression,29.36395481,1.104246845,33.8830545,44.07073356,11.40544291,0,48.88780891,5.542259589
T006,131,Compression,30.40092994,0.962922481,27.52494006,55.87193198,11.97836852,0,40.56308248,5.442000537
T006,132,Compression,29.73186477,1.11249792,29.41683344,44.41274085,11.75039272,0,39.64519536,4.495768967
T006,133,Compression,28.85102285,0.915389222,30.25832966,54.8392697,12.2094809,0,42.38960939,6.907284677
T006,134,Compression,26.2997315,1.011187786,31.70061845,51.32601944,12.68635887,0,38.74524342,5.51228426
T006,135,Compression,27.5129747,1.065326298,30.94476583,51.80976364,11.88321062,0,37.92803168,6.560138501
T006,136,Compression,27.64299575,0.907489662,33.78695923,45.00983254,11.88014161,0,45.18260253,5.767873283
T006,137,Compression,25.75220424,1.145684928,30.38969402,53.66975725,11.31249373,0,44.40165908,5.863217146
T006,138,Compression,26.16643208,1.128022572,28.39430369,54.37056051,12.11391063,0,36.34411665,6.053097503
T006,139,Compression,29.24122767,0.985064757,27.82945766,46.52105048,10.32159363,0,41.4645958,5.465319311
T006,140,Compression,29.07538625,1.236240911,27.47187466,45.63704005,12.2691621,0,54.59207268,4.784479156
T006,141,Compression,28.8406058,0.866806644,31.18809762,53.84793466,12.34916939,0,48.69036532,6.517759239
T006,142,Compression,28.40233287,1.099652824,30.37926032,48.36698923,11.55840075,0,40.10680652,5.112345521
T006,143,Compression,27.44871037,1.048278776,31.08433012,55.16142216,11.8153362,0,50.29520074,5.77245332
T006,144,Compression,29.31743211,0.990878099,30.72118848,60.63981159,11.84035589,0,41.09013984,6.120955949
T006,145,Compression,26.99959591,1.033834551,27.53435047,58.56383345,13.05576118,0,59.45590946,5.056562981
T006,146,Compression,29.8764106,1.071178706,30.22835534,49.74538678,11.73392242,0,48.47749005,5.899846424
T006,147,Compression,30.31432099,0.860141202,30.7199087,46.7143432,11.3566891,0,51.94023453,6.397447075
T006,148,Compression,26.83378728,0.969240138,31.74992588,51.01464982,11.46571754,0,37.87029622,5.485440913
T006,149,Compression,25.72819526,1.069724352,28.69535802,49.00948267,11.19126869,0,43.84713719,7.087499071
T006,150,Compression,26.90018278,0.940663219,31.26363025,59.92002102,11.74818442,0,42.61495152,5.266209329
T006,151,Compression,28.58560129,1.121182054,29.46949513,58.301274,11.43108118,0,39.00436721,5.461729819
T006,152,Compression,29.04028156,1.04195111,27.66503296,54.17460982,11.74514013,0,43.27774015,6.037141867
T006,153,Coating,38.51603391,0.886446226,24.70380964,111.3309433,0,3.365665653,16.5158232,2.062343657
T006,154,Coating,39.71579149,1.055318006,25.69081098,102.8504936,0,2.983710054,11.65976298,1.757366748
T006,155,Coating,39.58964219,0.887919252,25.91928459,122.0564574,0,2.496607955,15.03705545,2.053485157
T006,156,Coating,40.54712954,0.922256989,28.26265066,103.7290374,0,2.843166105,21.36773223,2.103889729
T006,157,Coating,41.38688646,0.842146538,24.09067025,122.3892769,0,3.035947244,15.08942158,2.304198325
T006,158,Coating,41.78850532,0.787154489,26.66255418,125.8402597,0,2.77099749,16.69772287,2.145988633
T006,159,Coating,41.76110662,1.038593499,22.63320582,117.8932251,0,2.969906219,16.49185142,2.154843196
T006,160,Coating,39.88909971,1.011230406,23.5360553,106.0351355,0,3.024405515,17.35898775,1.883277268
T006,161,Coating,40.53695743,0.980297127,26.69189538,125.6796271,0,2.851633164,21.915698,1.679067559
T006,162,Coating,41.6164311,0.914751024,26.67661728,119.5200739,0,2.886734871,17.16076798,2.285030139
T006,163,Coating,39.80928282,0.838076171,26.65930661,118.0704022,0,2.754882645,26.70764336,1.444497477
T006,164,Coating,39.46009714,0.911174315,27.43546603,130.8686611,0,3.129719496,16.91090134,2.701530464
T006,165,Coating,38.48933545,0.729461093,25.18213735,121.6046345,0,3.528917027,21.82799026,2.365228142
T006,166,Coating,37.56924063,0.917156205,23.78798793,107.8864353,0,2.97447039,15.18556798,1.948660969
T006,167,Coating,37.52783324,0.67419523,22.51390838,124.7921174,0,3.162405271,17.24152203,1.982547654
T006,168,Coating,42.47586913,0.751294303,24.39168341,134.4142669,0,2.631612536,25.3699669,3.0340245
T006,169,Coating,38.4882877,0.780742096,21.09346126,124.3402275,0,2.916246616,20.88481033,2.072317774
T006,170,Coating,42.89422926,0.721737983,24.54189601,136.3400349,0,3.139145309,19.89578656,1.993307099
T006,171,Coating,42.15309114,0.957312652,24.36996713,121.16797,0,3.097388405,19.19011798,1.84993601
T006,172,Coating,42.19633718,0.791287056,26.5010771,136.8106179,0,3.45590992,17.43471741,1.529912914
T006,173,Coating,40.12810703,0.796644877,23.44069655,122.5305014,0,2.604705575,19.52706561,1.850903473
T006,174,Coating,38.1098612,0.84669121,19.87047164,124.2378189,0,2.954802347,19.15731196,2.205360327
T006,175,Coating,39.28705151,0.912807955,22.55658086,121.7202372,0,2.720379768,25.40953677,2.323397029
T006,176,Coating,39.28125711,0.95257031,25.98184984,116.8459606,0,2.799246956,21.32266381,2.309107455
T006,177,Coating,40.53804318,0.886626164,23.56763426,111.1057387,0,2.986613831,23.10528147,1.948452779
T006,178,Coating,42.28096255,1.004327817,23.09753731,135.5088025,0,2.464963486,19.20485376,1.537764045
T006,179,Coating,38.69197767,1.053852578,27.36787871,128.0867171,0,2.898153205,18.63653114,1.679078073
T006,180,Coating,40.39607665,0.856817185,26.26326697,116.2485649,0,2.559452491,17.39825227,1.691213289
T006,181,Coating,41.03924633,0.869359827,22.66826811,125.4793029,0,3.263611105,19.90884103,1.926388599
T006,182,Coating,41.27304234,0.936350117,23.08900837,105.087529,0,2.923421402,19.50997932,1.826288962
T006,183,Coating,37.83631061,0.880804849,20.47015698,100.1658641,0,2.969285136,18.60563558,1.891350886
T006,184,Coating,39.0961488,0.857890896,23.58112189,124.6484451,0,3.419858378,22.70435792,2.084114161
T006,185,Coating,39.55746921,0.902234615,26.24937834,128.9456819,0,2.717100214,21.60642109,1.764437841
T006,186,Coating,37.81835831,0.907054694,27.34587268,120.2591892,0,3.143350659,20.84036639,1.920926729
T006,187,Coating,40.34481722,0.880415195,24.75288205,120.8693715,0,2.807294833,16.6939778,2.155949865
T006,188,Coating,40.62457574,0.973362777,22.65322017,130.6374164,0,3.110635256,17.03855523,1.964089258
T006,189,Quality_Testing,24.60030437,1.039710446,44.00056395,0,0,0,5.541198334,0.711026788
T006,190,Quality_Testing,23.32505465,0.928036635,44.8714166,0,0,0,5.24176075,0.566296679
T006,191,Quality_Testing,25.02293185,0.935111796,50.14191266,0,0,0,7.029596016,0.356167949
T006,192,Quality_Testing,25.14578931,0.857084781,47.93260452,0,0,0,5.744346833,0.599505423
T006,193,Quality_Testing,25.76872648,0.981800891,49.13527986,0,0,0,5.843292455,0.535703358
T006,194,Quality_Testing,24.47374726,0.870423555,43.30778309,0,0,0,6.019937349,0.483912154
T006,195,Quality_Testing,25.6848944,0.972042555,45.56453402,0,0,0,3.470649766,0.564903004
T006,196,Quality_Testing,23.65504086,1.026167448,45.43148071,0,0,0,4.781286889,0.431154864
T006,197,Quality_Testing,24.87608628,1.120960604,44.93447655,0,0,0,4.994240601,0.530053749
T006,198,Quality_Testing,24.8070403,0.977642588,42.49300107,0,0,0,4.932328843,0.562362876
T006,199,Quality_Testing,24.46101627,0.993106979,44.99437039,0,0,0,5.111402694,0.396777534
T006,200,Quality_Testing,24.97793617,0.939406075,45.59280522,0,0,0,3.093014938,0.523166968
T006,201,Quality_Testing,25.78541097,1.066161053,46.36716973,0,0,0,4.908046514,0.570599699
T006,202,Quality_Testing,27.88674927,1.095354399,44.32204046,0,0,0,5.817544584,0.503825689
T006,203,Quality_Testing,26.65525381,1.004434278,45.69420284,0,0,0,5.764440436,0.598575101
T006,204,Quality_Testing,27.36159546,1.17567975,42.8069776,0,0,0,5.545134089,0.44949639
T006,205,Quality_Testing,25.65790051,1.100757712,39.63932436,0,0,0,5.958242409,0.472139722
T006,206,Quality_Testing,26.66670161,0.944224964,45.32826214,0,0,0,4.241331879,0.416312603
T006,207,Quality_Testing,27.62735864,1.056304704,43.11808279,0,0,0,4.11153718,0.65630847
T006,208,Quality_Testing,27.75244277,0.969544423,45.22061474,0,0,0,4.962405713,0.396782237
T006,209,Quality_Testing,24.42717197,1.027601192,46.00865115,0,0,0,5.273364648,0.626135241
T006,210,Quality_Testing,23.60995857,1.048564947,47.8451749,0,0,0,7.129522675,0.740445037
T006,211,Quality_Testing,27.80211323,0.869311006,43.55962568,0,0,0,4.018760672,0.500374661
T006,212,Quality_Testing,22.34436083,0.877906393,44.97614805,0,0,0,3.408673074,0.656565621
T006,213,Quality_Testing,21.91837056,0.943274291,45.79529098,0,0,0,4.100431785,0.224563845
T006,214,Quality_Testing,24.75083111,0.971352489,47.72613869,0,0,0,5.782003494,0.634202006
T006,215,Quality_Testing,28.23656235,1.09085945,45.37947564,0,0,0,5.16811519,0.465100967
T006,216,Quality_Testing,25.60714399,0.991786544,43.71121289,0,0,0,5.571008189,0.528863141
T006,217,Quality_Testing,23.57903065,0.982476206,41.81934151,0,0,0,3.805126332,0.513479135
T006,218,Quality_Testing,24.56508871,0.966648515,42.25918893,0,0,0,4.597484613,0.501071706
T006,219,Quality_Testing,27.16580519,0.987296302,48.46054531,0,0,0,4.781328552,0.500266853
T006,220,Quality_Testing,23.70080482,0.840411044,45.3838086,0,0,0,6.046381944,0.714733045
T006,221,Quality_Testing,24.97206044,0.974623138,44.90207369,0,0,0,7.373550908,0.640842311
T006,222,Quality_Testing,21.41382428,0.926072222,42.83962463,0,0,0,4.493722749,0.656961919
T006,223,Quality_Testing,22.55803828,1.083767247,45.92769446,0,0,0,6.17321112,0.583967481
T006,224,Quality_Testing,25.0287299,1.118739661,44.33977242,0,0,0,6.464094038,0.652715239
T006,225,Quality_Testing,25.13561959,0.970632474,39.94117441,0,0,0,4.909312196,0.422401876
T006,226,Quality_Testing,21.42540857,1.140984874,40.96383532,0,0,0,5.227003799,0.534906241
T006,227,Quality_Testing,27.74089889,1.070712426,47.74374796,0,0,0,6.231605211,0.43396588
T006,228,Quality_Testing,27.34916897,1.13540496,45.10603477,0,0,0,4.948474611,0.586414953
T006,229,Quality_Testing,25.38167418,0.861725294,48.0000796,0,0,0,5.458831725,0.514630576
T006,230,Quality_Testing,25.99813037,0.96556241,46.28080354,0,0,0,4.337282933,0.587254919
T006,231,Quality_Testing,25.71296177,1.068921226,44.57326208,0,0,0,5.617653965,0.408286467
T006,232,Quality_Testing,22.60836306,0.92331571,46.2411302,0,0,0,5.838483719,0.642413237
T006,233,Quality_Testing,25.86680333,0.943746056,44.60293885,0,0,0,3.749015579,0.551224828
T006,234,Quality_Testing,27.2900701,1.165924281,43.43584331,0,0,0,6.15327211,0.494537249
T006,235,Quality_Testing,25.03841885,0.906685538,45.63361868,0,0,0,6.762429582,0.391428584
T006,236,Quality_Testing,27.08163058,1.014799359,41.90859862,0,0,0,5.037634902,0.446746116
T006,237,Quality_Testing,23.56580117,1.002313909,42.3676746,0,0,0,5.410128734,0.547492236
T006,238,Quality_Testing,24.60074191,1.141362087,48.92510575,0,0,0,4.475831959,0.39818792
T006,239,Quality_Testing,23.17505633,0.943584639,44.24615752,0,0,0,4.472393804,0.329138824
T006,240,Quality_Testing,25.03065334,0.829857221,45.2819798,0,0,0,4.005858983,0.491082554
T001,0,Preparation,22.84487553,1.023866023,39.08995592,0,0,0,2.02277757,0.152048557
T001,1,Preparation,24.89294888,1.17030139,46.60804243,0,0,0,1.16499662,0.078395447
T001,2,Preparation,26.7823295,0.868380999,47.70128363,0,0,0,2.613171951,0.082867827
T001,3,Preparation,26.01679207,0.992348401,45.71524895,0,0,0,1.83000129,0.109148771
T001,4,Preparation,26.86591627,1.057775211,43.30816494,0,0,0,2.804104449,0.195892627
T001,5,Preparation,22.85344602,1.081675129,48.12261854,0,0,0,1.834576053,0.061440025
T001,6,Preparation,23.49788564,1.159708209,45.58091431,0,0,0,2.051167815,0.096512955
T001,7,Preparation,24.46617156,0.972782087,41.62018113,0,0,0,2.162848346,0.082200077
T001,8,Preparation,25.25859678,1.167036063,46.40114529,0,0,0,2.1574476,0.080924973
T001,9,Preparation,25.06077668,1.087647646,42.43526471,0,0,0,2.56389246,0.052825729
T001,10,Preparation,24.36218575,0.993011076,43.72491125,0,0,0,2.003799953,0.019370818
T001,11,Preparation,25.88083241,1.15032424,49.13770764,0,0,0,3.44307048,0.011886737
T001,12,Preparation,28.73417167,0.901920754,45.77763197,0,0,0,3.254900426,0.047795904
T001,13,Preparation,26.05831917,0.959944238,44.80971811,0,0,0,1.681167221,0.050028907
T001,14,Preparation,25.88250924,0.953678265,41.93308421,0,0,0,2.468499258,0.092552397
T001,15,Preparation,27.53030747,1.019821562,44.54589322,0,0,0,2.566065247,0.118667793
T001,16,Preparation,28.24305454,0.945923482,43.69250766,0,0,0,2.005002277,0.162783645
T001,17,Preparation,24.67145814,0.86049515,46.04204182,0,0,0,1.369235547,0.091220253
T001,18,Preparation,23.48865492,0.902470179,38.94161181,0,0,0,2.491469708,0.097582557
T001,19,Preparation,23.59715126,0.948520775,48.23304466,0,0,0,1.537697017,0.057837889
T001,20,Preparation,25.76729009,1.066802597,44.82746792,0,0,0,2.98744277,0.089407582
T001,21,Preparation,24.84755346,1.109975457,48.13813879,0,0,0,2.111387575,0.016580186
T001,22,Preparation,23.59077181,0.963294098,43.99234112,0,0,0,2.205692086,0.178050024
T001,23,Preparation,23.29377967,0.962955794,44.51878625,0,0,0,1.593362772,0.176417872
T001,24,Preparation,29.57343726,1.038534584,46.10657474,0,0,0,1.72728724,0.153555302
T001,25,Granulation,60.31309324,1.144041345,52.70433452,157.9444996,0,4.783923803,15.03808834,2.733883426
T001,26,Granulation,59.7145034,1.214150967,50.56518579,144.9049638,0,5.387921747,17.21166104,2.870099552
T001,27,Granulation,63.34918879,1.250524697,52.70167517,146.7066576,0,5.387385371,14.06166632,2.706951253
T001,28,Granulation,61.60231637,1.2388275,58.23823282,154.5067726,0,5.762549732,14.52988229,2.658501533
T001,29,Granulation,61.13300119,1.198182915,58.62903573,135.0099645,0,4.74354592,16.52520705,2.409963869
T001,30,Granulation,64.46482592,1.152933718,55.31205326,160.4839418,0,5.40618265,16.15739558,2.085162585
